,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,best_node.mean,best_node.sd,can_cor.mean,can_cor.sd,cat_to_num,class_conc.mean,class_conc.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,elite_nn.mean,elite_nn.sd,eq_num_attr,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,lh_trace,linear_discr.mean,linear_discr.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,naive_bayes.mean,naive_bayes.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,ns_ratio,num_to_cat,one_nn.mean,one_nn.sd,p_trace,random_node.mean,random_node.sd,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var.mean,var.sd,var_importance.mean,var_importance.sd,w_lambda,worst_node.mean,worst_node.sd
2dplanes,0.0,0.0001220708676423,0.1714458274968021,0.1046657033998661,0.0008332444711001,0.6508555672341455,0.0248679703445726,0.0,0.0,0.0,0.1920334789904151,0.4549571020533502,0.9999970477613284,0.0040948449920871,0.0070195132904718,9.119100836448151e-26,1.352334486698013e-26,3.0969419724549704e-37,1.41086118067946e-38,0.6421372401378627,0.762620978287433,0.0006616260609748,0.0,0.001915678522802,0.0,0.0,1.4647827008029834e-17,0.0,0.0,0.0498668027716843,2.476260724681605e-18,0.0,0.2297003065152422,0.1517763840024619,5.062991365414651e-05,1.932277163899907e-05,0.6590665646518745,0.5633632482129445,0.1130585000424386,0.000158242485657,0.0055138503845239,1.4090084502527301e-09,4.761430457452745e-10,0.0,0.2414017173358088,0.0,0.7126224988416443,0.0279721951441686,2.4773374046232022e-18,2.6174747142598423e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0858920319731375,0.281147491640459,0.6896966428681996,0.0203862541961537,0.6590665646518744,0.7250278451454734,0.1880126893717359,1.0000000000000002,1.0,0.7245670498084292,0.5737065500316114,0.0082644628099173,0.0073529411764705,0.0,0.0,0.0,0.0,0.1629455414104082,0.0,0.0082644628099173,0.0,0.0009399252547057,0.0,0.8641609620832293,0.0090356053618013,0.0,0.1082305922083146,0.0215837739255,0.0,0.0,0.0,0.0,0.0,0.0,0.0662168705577477,0.0001376787862797,0.7005919648726683,0.1060578660441523,1.6517719508624043e-11,1.5151581878277701e-21,0.5490498696596025,0.1097556483522722,0.0934576740541702,0.2420156537653888,0.00154002303173,0.0497804351577569,0.0,0.0,0.1983471074380165,0.250346129429044,0.0,0.1102870703628042,0.0279575010071827
30_page-blocks,0.099345685686756,0.3562317414554575,0.6375299277162271,0.146123612639993,0.0064890529564126,0.8788433287084035,0.1114653124614532,0.0,0.0,0.0,0.066748708616428,0.0395038991657106,0.3128428756682882,0.2912678808944026,0.7284100186242596,1.1116552545862129e-17,9.937620509921869e-18,1.2703163036217537e-30,1.1243817162778576e-30,0.9054776583472484,0.1999597943090985,6.553606569183686e-05,0.0,0.8627257469054543,1.201226092091869e-16,5.4057986446656247e-17,2.8057542804664645e-14,1.597594510459382e-16,6.850399454354959e-17,0.0066565967262753,2.413168928379923e-16,1.1407340155609894e-16,0.5953740770849212,0.1667655900254076,0.0734613231070949,0.1808056815350715,0.0223412394797245,0.3812865778183697,0.1946203685399477,0.0132116048718956,0.1137728608827899,1.4649337102477976e-11,1.3250471987896644e-11,0.0,0.1135135135135135,0.0,0.9036197808308176,0.1018176977282,1.6577776791127402e-16,7.529688963665478e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2394039963881074,0.191768810269827,0.8196185756652339,0.2341649077565037,0.0223412394797245,0.0247301320447307,0.0475870211413947,0.03006993006993,0.0198212307666628,0.023095785440613,0.0156359575984414,0.0082644628099173,0.0,0.0,0.0,0.2888888888888889,0.0,0.018327685745543,0.0,0.0082644628099173,0.018450184501845,0.0008725985425376,0.0,0.9359985759362772,0.0522121937083615,0.0,0.8696390573868937,0.3449655573575774,0.0,0.0,0.0,0.0,0.0,0.0,0.2576844857957444,0.3691042831318446,0.0037296098501324,0.0054517211177554,1.6517830662937872e-11,5.035320444375706e-17,0.3637313467558283,0.1804182524811788,0.0791422829367643,0.4419985111907333,0.0706376560474427,0.333287356167018,0.0,0.0,0.1983471074380165,0.3673745175573225,0.0,0.8938631188323223,0.0608730536182369
312_scene,0.0129152634408953,0.0420443442590526,0.5728694617414486,0.2198815528178565,0.4440978384512086,0.6834253716834483,0.0053749652836673,0.0,0.0,0.0,0.0158898908036057,0.0224457196271455,0.5775151347549523,0.144468819058702,0.4225235970977062,1.6309571155196955e-25,5.379502702287312e-26,1.6183465255881524e-38,1.9882918991576342e-38,0.7447433549805413,0.2738315103348321,0.0005698610767141,0.0,0.696244750364555,3.0927738424159557e-21,5.598964218394126e-21,1.5821049022077368e-17,2.1688973742097946e-21,4.479668275244298e-21,5.47844627253511e-05,2.2856921081611685e-19,3.472479020924902e-20,0.5836197350222069,0.2194213277266818,0.0011274304780619,0.0016719274531033,0.0116296863045141,0.3070082429797859,0.1615500245617537,0.0253428285562945,0.0850750028004113,1.441880357174416e-12,8.392633945344606e-13,0.0,0.1794871794871795,0.0,0.9770238050084136,0.0765410851104681,2.291310926461956e-19,3.9851184468557243e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667425755970633,0.079132153833849,0.7564150142496577,0.7747677368351078,0.0116296863045141,0.0004233977129323,0.0567291634104782,0.0188811188811188,0.0120661590468927,0.0003424329501915,0.0010051713017811,0.3068181818181818,0.0367647058823529,0.0,0.0,0.0488877915198312,0.0,0.0057650466899126,0.0,0.3068181818181818,0.4870848708487085,0.0032192845502495,0.0,0.8758317969335447,0.1654759384507273,0.0,0.7044014772904128,0.0048086375926219,0.0,0.0,0.0,0.0,0.0,0.0,0.0882402130356031,0.0347781888817205,0.0167658103014079,0.1291731453338445,1.6517719809740298e-11,7.593394481225784e-20,0.2884742727545543,0.1474695634812482,0.1156705417261596,0.5032501137874887,0.1243530090556229,0.4411399629849035,0.0,0.0,0.0046366676801459,0.0236914869037956,0.0,0.7251553778355571,0.0356376643224765
375_JapaneseVowels,0.0108686604381871,0.0281180415830976,0.7091131925322641,0.0388633979790964,0.004981407706998,0.7304088405158228,0.2615741720097898,0.0,0.0,0.0,0.0242929527774508,0.0246201442051316,0.526511913895618,0.2334905013264463,0.4368609127332944,6.671931395813622e-24,4.999447767637444e-24,8.845797682970167e-36,8.968828901501809e-36,0.795632834585493,0.1671389036380067,0.0001671137104056,0.0,0.7331877741587239,0.0,0.0,2.0694769166164242e-16,0.0,0.0,0.0086668292897138,2.6611585848764506e-18,1.8696299298568688e-18,0.7070056808253268,0.0551001920539051,0.0002204656072144,0.0001386088287213,0.0286151491966335,0.3762659947631046,0.1576321257165468,0.0102792047704059,0.0695520280361804,1.0106884018038583e-11,8.186691444761166e-12,0.0,0.0370370370370371,0.0,0.894457187858446,0.1801658818209732,2.956604589294996e-18,2.0772112933563915e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1758846358972821,0.2767391957074536,0.9257621864504326,0.0902576326381778,0.0286151491966335,0.0225903134411681,0.0333585776227087,0.0422048539695598,0.0333754128678036,0.0209523809523809,0.0148000541664927,0.012396694214876,0.0,0.0,0.0,0.0659340659340659,0.0,0.0367168325432173,0.0,0.012396694214876,0.022140221402214,0.0013776123948476,0.0,0.8296728206107666,0.1948109902019612,0.0,0.7393290436768802,0.00187320881338,0.0,0.0,0.0,0.0,0.0,0.0,0.0676961022157042,0.009703217327455,0.0065284673803925,0.0190111618226553,1.6517721529654258e-11,1.6921031076134258e-18,0.3582119499722693,0.1461621875757884,0.0876666981564033,0.4272218382523483,0.0532848187387325,0.292576317519635,0.0,0.0,0.141086186540732,0.2256624875413765,0.0,0.7621074972047412,0.0022333740520955
40474_thyroid-allbp,0.0156220658326701,0.2572859415282339,0.084351211075204,0.8370737562057953,0.0331565045234382,0.2770270270270268,0.0760710280318959,0.0,0.0,0.0,0.168522678179719,0.3947988582188247,0.9738873954831084,0.0617173974180338,0.3360365509630518,1.3131384414714003e-22,3.741932849080713e-22,5.055160220277705e-35,5.213248728240288e-35,0.4350635991052038,0.1317494597777289,0.0009845676990562,0.0,0.1797502443262026,1.617744499497021e-17,1.2897225581766206e-17,8.467827362475076e-17,5.191868698554646e-17,4.152026013492933e-17,0.00127466190158,4.616643073013251e-18,3.735462994159032e-18,0.1382677385063913,0.8212252970816274,0.0172741634350247,0.0664495308349866,0.0912012241775057,0.7223723364230257,0.3692718734268187,0.0030394607887039,0.0065006458574417,3.426618296293681e-07,5.519971797097022e-07,0.0,0.0280936454849498,0.0,0.5398909642422836,0.1726524013189398,5.049890959739222e-18,4.152110921446061e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0580715228470307,0.1089406176706503,0.528045503609514,0.1342959862219029,0.0912012241775057,0.0386343293321837,0.3796310212373922,0.0717101080737444,0.0427835817427926,0.0402490421455938,0.0947950951851088,0.024793388429752,0.1470588235294117,0.0,0.0,0.0246153846153846,0.0,0.0073753262557517,0.0,0.024793388429752,0.0461254612546125,0.0009754074031737,0.0,0.4255906548718669,0.0765875514092865,0.0,0.2197526534043723,0.0328286348317013,0.0,0.0,0.0,0.0,0.0,0.0,0.1440871583746014,0.2001440082155069,0.7730463985053548,0.4257939200276842,1.6517732012918168e-11,9.875934345929385e-18,0.712856872115335,0.3550632706670582,0.0231936749035105,0.3595940161666382,0.0129436427772308,0.1974353038013009,0.0,0.0,0.0750158931977113,0.0990754307795976,0.0,0.2686566628764735,0.0068359845510178
40475_thyroid-allhyper,0.0156220658326701,0.2572859415282339,0.084351211075204,0.8370737562057953,0.0331565045234382,0.2770270270270268,0.0760710280318959,0.0,0.0,0.0,0.168522678179719,0.3947988582188247,0.9738873954831084,0.0617173974180338,0.3360365509630518,1.3131384414714003e-22,3.741932849080713e-22,5.055160220277705e-35,5.213248728240288e-35,0.4350635991052038,0.1317494597777289,0.0009845676990562,0.0,0.1797502443262026,1.617744499497021e-17,1.2897225581766206e-17,8.467827362475076e-17,5.191868698554646e-17,4.152026013492933e-17,0.00127466190158,4.616643073013251e-18,3.735462994159032e-18,0.1382677385063913,0.8212252970816274,0.0172741634350247,0.0664495308349866,0.0912012241775057,0.7223723364230257,0.3692718734268187,0.0030394607887039,0.0065006458574417,3.426618296293681e-07,5.519971797097022e-07,0.0,0.0280936454849498,0.0,0.5398909642422836,0.1726524013189398,5.049890959739222e-18,4.152110921446061e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0580715228470307,0.1089406176706503,0.528045503609514,0.1342959862219029,0.0912012241775057,0.0386343293321837,0.3796310212373922,0.0717101080737444,0.0427835817427926,0.0402490421455938,0.0947950951851088,0.024793388429752,0.1470588235294117,0.0,0.0,0.0246153846153846,0.0,0.0073753262557517,0.0,0.024793388429752,0.0461254612546125,0.0009754074031737,0.0,0.4255906548718669,0.0765875514092865,0.0,0.2197526534043723,0.0328286348317013,0.0,0.0,0.0,0.0,0.0,0.0,0.1440871583746014,0.2001440082155069,0.7730463985053548,0.4257939200276842,1.6517732012918168e-11,9.875934345929385e-18,0.712856872115335,0.3550632706670582,0.0231936749035105,0.3595940161666382,0.0129436427772308,0.1974353038013009,0.0,0.0,0.0750158931977113,0.0990754307795976,0.0,0.2686566628764735,0.0068359845510178
40733_yeast,0.0078951866845582,0.0229913505993627,0.3240218384342891,0.832987950963953,0.0224962719803004,0.3897844824159165,0.0118403324312164,0.0,0.0,0.0,0.0155357648289424,0.0155020064222081,0.9077108686912444,0.0701927730419196,0.2193057485945024,2.268545143927387e-24,6.296415047665979e-25,4.423298508481256e-37,3.98925339077866e-38,0.5090763385974628,0.2263218433413528,0.0012071096267972,0.0,0.3359235633144367,0.0,0.0,7.49508561257257e-18,0.0,0.0,0.0018982097494516,1.0148453192907669e-18,2.0194488328656373e-19,0.3774143640151495,0.8179191825385996,0.0080509339226925,0.0166741000869646,0.0460596786534047,0.4702464021413258,0.2369057895109843,0.0062966357844659,0.0139649726554076,6.050694692356844e-10,9.39182324746326e-10,0.0,0.1062706270627062,0.0,0.3937076610556012,0.2603400232377201,1.0395455959403397e-18,2.179538573118482e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0453755735281658,0.0941988292239577,0.3769300085010943,0.457974968386962,0.0460596786534047,0.0635233603239235,0.4237628353537246,0.0486013986013986,0.0380116482442128,0.0619540229885057,0.0588498800667002,0.006198347107438,0.0073529411764705,0.0,0.0,0.0,0.0,0.0011022015348873,0.0,0.006198347107438,0.014760147601476,0.0030166867406163,0.0,0.5376482625670438,0.1779841799266463,0.0,0.3637479988134571,0.0105927879777933,0.0,0.0,0.0,0.0,0.0,0.0,0.1206100305080368,0.1393635901838915,0.2316355013368108,0.383875403034871,1.6517719435304615e-11,4.822767072123449e-20,0.4543495879112222,0.2226460121103129,0.0509674960874399,0.4248126919211111,0.0337549510946319,0.2342548130258247,0.0,0.0,0.2484504132231404,0.1777230786254851,0.0,0.4079083584799337,0.0128717889813599
44_spambase,0.0576434049079946,0.4334703448323548,0.0965164640325805,0.5620132899726178,0.0442506461795119,0.5969279485833464,0.2340048695170427,0.0,0.0,0.0,0.2056910637488511,0.1631356939041685,0.9571720280317282,0.0611357954650942,0.2784194055860978,1.2995888328523827e-21,1.098160198057916e-20,3.1560651294813595e-33,6.67026156758476e-33,0.2415872483485184,0.1339250749887707,0.0002999663008938,0.0,0.2298592167981348,2.8837340603938927e-18,5.538429326097012e-18,3.479574206118562e-15,3.487707218926552e-18,6.300387634202613e-18,0.0009444425232385,6.01222446179917e-18,1.1544571891000336e-17,0.1384454318094534,0.5324545672300609,0.0272732474791541,0.0363014266681721,0.0454475899005355,0.6163006672605142,0.4105491509396949,0.0063849659538425,0.0285260411547583,2.7472774232754975e-07,5.885762301192846e-07,0.0,0.0140468227424749,0.0,0.798173138424102,0.0933375867503021,4.376687688486121e-18,8.53529845864478e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1672360697549167,0.2255896011903939,0.7134769033112238,0.302551858966531,0.0454475899005355,0.0087888419827478,0.115133256668479,0.0325791855203619,0.0214033657167771,0.0083616858237547,0.014488148455776,0.0568181818181818,0.0,0.0,0.0,0.0194235588972431,0.0,0.0147547499149788,0.0,0.0568181818181818,0.1051660516605166,0.0002597455423579,0.0,0.7214862940832558,0.1306068579116655,0.0,0.2634651860686552,0.003529267554986,0.0,0.0,0.0,0.0,0.0,0.0,0.2118063011951074,0.1289749116428092,0.0121784253106288,0.0092641582926858,1.6517722285699096e-11,5.325273029788019e-18,0.6045083584768436,0.396308334030846,0.0201083042120988,0.373380623976806,0.031127697889598,0.2710665957009169,0.0,0.0,0.0330940988835725,0.097879730940746,0.0,0.3608501720831367,0.1876472233916088
4538_GesturePhaseSegmentationProcessed,0.0284062415217373,0.0982056002009078,0.7131189876330125,0.00109522694149,0.0115447290558099,0.4717401795133985,0.0006123833922944,0.0,0.0,0.0,0.0135408171962578,0.004857765545397,0.8422971111467676,0.0899447977594326,0.45190209196102,4.8300365113497634e-29,9.293641293423246e-29,0.0,0.0,0.5333182017991427,0.2106853105966137,0.0004826450758669,0.0,0.436494693377971,0.0,0.0,2.334457303763097e-20,0.0,0.0,0.0037334498542808,0.0,1.3433021484032241e-21,0.7650336692130141,0.010397528675903,0.0055925895585993,0.0063670551956913,0.1738332058148431,0.5667662487760622,0.2451654585853088,0.0014519627314326,0.0054824790256649,4.7602010499109835e-09,8.494943869039807e-09,0.0,0.0098418277680139,0.0,0.4927425877178595,0.2863311030954901,0.0,8.344169965870681e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1006250154347511,0.062312087317999,0.5157111607226172,0.3040663719570056,0.1738332058148431,0.0597891965389144,0.2049243704339151,0.1792899408284023,0.1266709249942336,0.058213601532567,0.0182479185154633,0.03099173553719,0.0,0.0,0.0,0.0443548387096774,0.0,0.0363562610373806,0.0,0.03099173553719,0.059040590405904,0.0025382851487281,0.0,0.5713867843647904,0.1126666423220705,0.0,0.4588249935974664,0.0005478602457643,0.0,0.0,0.0,0.0,0.0,0.0,0.0786760469211296,0.0427564693395925,0.0002792288777084,0.0002013724367238,1.6517719505860064e-11,0.0,0.552759285856739,0.2320069266598871,0.0484378253204195,0.3856408066999903,0.0110218858617961,0.0919230563917278,0.0,0.0,0.0605630165289256,0.0190658954825565,0.0,0.4975726003941794,0.0006163684922691
60_waveform-5000,0.0083909371416277,0.0356058107071317,0.655554122384383,0.0001076453584601,0.0285595433803317,0.5622509146701288,0.0692051651314382,0.0,0.0,0.0,0.0110590698940145,0.0185571803893305,0.8993317259095919,0.0889525234848218,0.4699346335399915,7.373021761566681e-24,4.0123665106891224e-24,7.68001670897046e-37,4.928632439785057e-37,0.6505566350440048,0.0964075526484366,0.0007472117355915,0.0,0.3505749592789661,0.0,0.0,4.3452662931723023e-17,0.0,0.0,0.0014865528070301,2.226110318439224e-18,2.2173373155350095e-19,0.7167044461197802,0.0347688854920753,0.0002024732927734,3.21514813766441e-05,0.0532517214996174,0.4038061360604714,0.183622723238069,0.0054099901628593,0.0359223727189573,9.080572870393644e-11,1.400790987229836e-10,0.0,0.0,0.0,0.7409555248883,0.0861013559485819,2.4635561263090667e-18,2.4213999220018284e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0708563032222521,0.2018734451160096,0.7688226783130592,0.0862989910310394,0.0532517214996174,0.0146741867532697,0.1240982346414672,0.0655344655344655,0.0594193081911011,0.0130229885057471,0.0110996097339866,0.0392561983471074,0.0,0.0,0.0,0.0679487179487179,0.0,0.0163896139016705,0.0897959183673469,0.0392561983471074,0.070110701107011,0.0034046015711126,0.0,0.7776119421251488,0.0495284643321702,0.0,0.3775936592562867,0.0031615656828193,0.0,0.0,0.0,0.0,0.0,0.0,0.0667280813385229,0.0022160859619122,0.0029195960762932,0.0005944943195811,1.6517720477980818e-11,3.8575562262700523e-19,0.3859378405674635,0.1717711357436087,0.0765364930367449,0.4905232336119008,0.0387184582121371,0.1505289230190382,0.0,0.0,0.0480371900826446,0.1049420563313861,0.0,0.4213526345264615,0.0051409971410537
679_rmftsa_sleepdata,0.0754602929892584,0.0924414927592094,0.4421886486549755,0.2797044419173262,0.0069394605041586,0.2129290812987464,0.3005567155850303,0.0,0.0,0.0,0.04084175925279,0.0052639115976663,0.9575673961455976,0.4572121666551598,0.0,3.2598291449863804e-23,0.0,5.06944826231344e-35,2.1613021154996241e-35,0.4632263104687691,0.2715292847980236,0.0003744283521006,0.0,0.2288038535671625,1.2564559881301084e-16,3.0233955303901216e-17,6.425134042506143e-17,4.531022415734707e-16,1.0864093275751475e-16,0.006224433452893,1.3759376941810057e-17,5.762790377234006e-18,0.4985948901750838,0.2761185351202719,0.0001596422095405,7.704962551606603e-05,0.0338179035960214,0.3719201558440522,0.1515368886048939,0.00866531028165,0.0089678024235096,1.0154472813094759e-11,7.247842736050178e-12,0.0,0.4708520179372198,0.0,0.2452019600474193,0.3067277761045698,1.2537670573942187e-17,5.2289063731267424e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138430752366636,0.0056933437912423,0.2982337697297822,0.2093430271718372,0.0338179035960214,0.1868033590853496,0.3860144091882349,0.054020979020979,0.0410074934495734,0.1854406130268199,0.1717729032886281,0.0,0.0,0.0,0.0,0.0,0.0,9.833768341002344e-05,0.0,0.0,0.0018450184501845,0.0011626769058274,0.0,0.4769610204788094,0.253165045971414,0.0,0.1765382571592624,0.3035938237369629,0.0,0.0,0.0,0.0,0.0,0.0,0.0717950295252909,0.0078467180620389,0.0881214015482716,0.0910623185194655,1.6517812098875463e-11,2.212124364197863e-17,0.353549770123018,0.1410597666880349,0.0965941814975879,0.4296463499599851,0.0524324880672703,0.2458108153116925,0.0,0.0,0.9999999999999996,0.2656452824309634,0.0,0.3124201323607165,0.013887649281488
AedesQuinx,0.0221806407224915,0.064620844929219,0.7759084104180376,0.2418750637250563,0.0039785706012202,0.5445270270270269,0.5759267581191048,0.0,0.0,0.0,0.0125787451014106,0.0117539978350351,1.0,0.2558108358970286,0.5934966362530163,1.6074758428102e-23,2.4657638639285093e-23,8.233093936809277e-35,1.288763590840628e-34,0.3925157160818379,0.1002425806690518,0.0004089129667171,0.0,0.0,2.846089283376882e-17,4.4004549975325713e-17,7.492605902450384e-16,1.0160853261811403e-16,1.5768274075815127e-16,0.0108385279549795,4.5939183989317765e-18,6.539373655465721e-18,0.8505725515019612,0.2357511775733862,0.0020024718857073,0.0018751190960318,0.3934200459066564,0.6046993810091699,0.2397933105987669,0.0004714962721285,0.0024689378868733,2.4137754002648666e-06,1.4193638442869074e-05,0.0,0.0125145744267392,0.0,0.661279462199571,0.4942372447709373,4.9357856087294255e-18,7.11745405094809e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1324748516360896,0.2070143975934607,0.5830877230587856,0.4020012363308725,0.3934200459066564,0.1603116389621762,0.1906774349741107,0.2874692874692875,0.3192942427652946,0.1589044983680999,0.0559988401338394,0.0258264462809917,0.0,0.0,0.0,0.1566951566951567,0.0,0.0942402799346054,0.0,0.0258264462809917,0.047970479704797,0.0020452881219569,0.0,0.6846584351486411,0.2676873772669623,0.0,0.074691485195997,0.083733993579642,0.0,0.0,0.0,0.0,0.0,0.0,0.103343267772902,0.0241515241873653,0.0130013839022053,0.0644882527700893,1.6517740887090108e-11,3.299564276577762e-17,0.5915334067568943,0.2270993220558243,0.0233560496574044,0.3000471483597434,0.0041305137872043,0.0554574208451076,0.0,0.0,0.0721610039791857,0.1550141357440754,0.0,0.2486232608775156,0.3492514081948555
AedesSex,0.0192769824658263,0.0584760768600428,0.7758456753885046,0.2418546788812202,0.0039785706012202,0.9118962193634682,0.2286370279073713,0.0,0.0,0.0,0.024064436727941,0.0267708628566523,1.0,0.2250902462146577,0.5685766449979102,3.216030807722663e-23,5.275202272881523e-23,5.185780253608735e-34,8.123483035777958e-34,0.6852729835790756,0.7194807542163304,0.0001745556603644,0.0,0.0,3.716080835250321e-17,5.771290611760032e-17,3.117774190776524e-15,1.2942207336077446e-16,2.0144483180918247e-16,0.0108385279549795,1.3660323462118934e-17,2.0833324428204974e-17,0.8383480505241773,0.2439056533054035,0.0020099604544104,0.0008091458626694,0.0468247895944912,0.4354489441194643,0.2132850391692244,0.0061894494182175,0.0367962231937573,1.1187949741466808e-10,1.0566177231029108e-10,0.0,0.0272727272727272,0.0,0.9443031321591724,0.1643130294379428,1.3096975138550025e-17,1.999728352049006e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2663884312442627,0.5179791429666022,0.7889984459568085,0.3362248976001679,0.0468247895944912,0.0191263540704406,0.0225218944372714,0.0602097902097902,0.0388822430486268,0.0174826167163331,0.0109169115988351,0.0258264462809917,0.0,0.0,0.0,0.1396011396011396,0.0,0.0942402799346054,0.0,0.0258264462809917,0.047970479704797,0.0009379736969139,0.0,0.973431059902674,0.0387725566196281,0.0,0.2783411524981272,0.2906267947031712,0.0,0.0,0.0,0.0,0.0,0.0,0.1060982866132239,0.0178172982542083,0.0130375160581796,0.0644911601741956,1.6517747406231966e-11,4.328130811545729e-17,0.4185636649717114,0.1998344769591981,0.0710118775893848,0.4593575886385246,0.0397133824381004,0.1997690295142908,0.0,0.0,0.0721610039791857,0.3913771415376047,0.0,0.2941589533521582,0.5138185184930742
ArabicDigit,0.0075330351725674,0.0140116639481925,0.6929384738539041,0.108887439868697,0.0109262505106881,0.6775465918479019,0.0331646401965779,0.0,0.0,0.0,0.0235897588209048,0.0233299143591516,1.0,0.1782755886901361,0.336048210487153,1.4554176315857671e-24,5.829126036342954e-25,2.635852620295328e-37,2.211714201514077e-37,0.6828894730826378,0.0627509070110945,0.0002864919765932,0.0,0.0,0.0,0.0,1.998183564762098e-17,0.0,0.0,0.003946405664127,9.52253190653875e-19,3.607579635555857e-19,0.7604853956335716,0.1110735996537342,0.0002469719407805,0.0001217972470476,0.0370313695485845,0.4200336761693722,0.2067585035412011,0.0078931854955034,0.0391065103772373,5.907428786524016e-11,6.342381975545653e-11,0.0,0.0344262295081966,0.0,0.96462859151588,0.0116255593396822,1.0458469718486137e-18,3.9826908937920893e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1796572507789999,0.3023822643915888,0.9101188185374456,0.0285875273956615,0.0370313695485845,0.0151370126871863,0.0489313919335849,0.0467832167832167,0.031492872859513,0.0134865900383141,0.0125832928963173,0.0258264462809917,0.0,0.0,0.0,0.017094017094017,0.0,0.0319597471082575,0.0122448979591836,0.0258264462809917,0.0461254612546125,0.0013159547920152,0.0,0.9993126643333368,0.0002969215728103,0.0,0.3004285138890386,0.0712180224456546,0.0,0.0,0.0,0.0,0.0,0.0,0.0697283320827915,0.0075447965907789,0.0074091099784805,0.0386857546869881,1.6517719905818075e-11,4.424247546396281e-19,0.4029389723790021,0.1931376568923944,0.0713009625460509,0.4570280321445469,0.047932691617323,0.2361316048012605,0.0,0.0,0.0721610039791857,0.1773099876640456,0.0,0.2708232847227556,0.169578758562364
BNG,0.1385613099049257,0.2821210295819285,0.3655288448432541,0.4867336131106462,0.0007736539774117,0.8595633119793152,0.0155130316742686,0.0,0.0,0.0,0.7771991505034745,0.3680956632218302,0.9064337938249732,0.5276758122347507,0.3908901250089127,1.3459759534530128e-22,1.431579561238738e-23,3.46464436119268e-36,1.852853571499201e-36,0.8581610158675312,0.0275844417513806,0.0,0.0,0.338200597838207,0.0,0.0,1.3853814578707926e-16,0.0,0.0,0.0535052992263367,3.599537410770416e-18,5.479003128310722e-19,0.3334664921397975,0.4496710464189991,0.000408520831366,0.0005034920706129,0.0993114001530221,0.4551167646450137,0.1908659772541654,0.0027670924726481,0.0395489077700506,3.5303808236841887e-10,4.644918240753088e-10,0.0,0.0580645161290322,0.0,0.9545344953964086,0.0115652981024168,8.5528033454818435e-19,5.268123608430729e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.419892164046573,0.9277166201152888,0.0119622530113871,0.0993114001530221,0.1215402273936731,0.0291501964309497,0.1197711379529561,0.1027781011648925,0.1200681140911026,0.0485710813279995,0.0072314049586776,0.0,0.0,0.0,0.6944444444444444,0.0,0.1572009817378727,0.0,0.0072314049586776,0.014760147601476,0.0,0.0,0.9723609438100996,0.0026272042117059,0.0,0.8614312060821578,0.0119978073900489,0.0,0.0,0.0,0.0,0.0,0.0,0.0854172487008688,0.0153720913494631,0.0001601642814292,0.0001790205258623,1.6517721931483707e-11,2.774516352668624e-19,0.4383059241509768,0.1792231524555023,0.0671446181704117,0.4121190270930696,0.0214370975484872,0.1083743248791369,0.0,0.0,0.2206152433425161,0.513222492108068,0.0,0.7881270881348807,0.0218688425373742
